,created_at,text,favorite_count,retweet_count
95,2021-12-23 11:57:09+00:00,"['مبادرة', 'جميلة', 'جمهور', 'الجزائر', 'نهاية', 'كاس', 'العرب', 'اسمها', 'GREN', 'BIKE', 'لتنظيف', 'المدرجات', 'المباراة']",0.0,76.0
96,2021-12-23 11:57:01+00:00,"['الدوله', 'ونفس', 'الملاعب', 'ونفس', 'الجمهور', 'وبعض', 'الاعبين', 'الفريقين', 'اختلاف', 'مسمي', 'البطولتين', 'كأس', 'العرب', 'وكاس', 'السوبر', 'الا']",0.0,91.0
97,2021-12-23 11:56:29+00:00,"['كاس', 'افريقيا', 'كاس', 'العرب', 'مباراة', 'هزيمة', 'رانا', 'نخلصو', 'فشل', 'ماجر', 'خلاص']",0.0,0.0
98,2021-12-23 11:56:25+00:00,"['بطولة', 'العرب', 'العب', 'بالصف', 'الثالث']",0.0,0.0
99,2021-12-23 11:56:16+00:00,"['عقل', '0', 'الضربة', 'كانت', 'موجعة', 'لهاد', 'الدرجة', 'بف', 'يفشلو', 'حنا', 'رانا', 'قريب', 'ندو', 'كأس', 'افريقيا', 'لمرة', 'الثالثة', 'وهوما', 'مازالهم', 'ينبحو']",0.0,0.0
100,2021-12-23 11:55:57+00:00,"['بالصور', 'كأسالعرب', 'تزور', 'مقر', 'النهار']",22.0,1.0
101,2021-12-23 11:55:38+00:00,"['♦ما', 'حدث', 'كأس', 'العرب', 'ومابعده', 'أعمق', 'بكثير', 'كلمات', 'ومؤتمرات', 'ولقاءات', 'ومظاهرات', 'واجتماعات', 'وادانات', 'واتفاقيات', 'وبيانات', 'أقوى']",0.0,32.0
102,2021-12-23 11:55:30+00:00,"['اخوي', 'الكل', 'يفتخر', 'المنتخب', 'الحزائر', 'فخر', 'الع']",0.0,0.0
103,2021-12-23 11:55:23+00:00,"['الدوله', 'ونفس', 'الملاعب', 'ونفس', 'الجمهور', 'وبعض', 'الاعبين', 'الفريقين', 'اختلاف', 'مسمي', 'البطولتين', 'كأس', 'العرب', 'وكاس', 'السوبر', 'الا']",0.0,91.0
104,2021-12-23 11:55:19+00:00,"['المنتخب', 'السعودي', 'يتراجع', '٣', 'مراكز', 'ماكان', 'بالمركز', '٤٨', 'شهر', 'تصنيف', 'الفيفا', 'بسب', 'القرار', 'الاحمق', 'الاتحاد', 'السعودي']",0.0,2.0
